gender,event,age_from,age_to,zscore_range,n_athletes,mean_zscore,median_zscore,min_zscore,max_zscore,median_improvement,mean_improvement,std_improvement,pct_improving,pct_getting_slower,q25_improvement,q75_improvement
F,400 IM,15,16,Below Average (-0.5 ≤ z < 0),75,-0.26719224218097876,-0.2866637416111739,-0.4911144856281957,-0.008653999746750586,2.8600000000000136,3.090933333333334,5.3525620465551125,66.66666666666666,33.33333333333333,-1.3449999999999989,6.25
F,400 IM,15,16,Above Average (0.5 ≤ z < 1.0),42,0.734508228505601,0.68907472983515,0.5159947349001044,0.9768202214146638,-0.4350000000000023,-0.04619047619046937,5.557901690549594,50.0,50.0,-2.8500000000000085,3.892499999999984
F,400 IM,15,16,Bottom 15.9% (z < -1.0),35,-1.1410298666092928,-1.1261017170461467,-1.2926912121711247,-1.0038639706232708,5.860000000000014,6.9677142857142895,6.207223021017781,88.57142857142857,11.428571428571429,2.5,9.204999999999984
F,400 IM,15,16,Top 15.9% (1.0 ≤ z < 1.5),29,1.2107020249152567,1.1920884651151284,1.0038639706232648,1.4949784562514605,0.1999999999999886,0.06137931034482076,6.144784008514543,51.724137931034484,48.275862068965516,-2.800000000000012,3.170000000000016
F,400 IM,15,16,Average (0 ≤ z < 0.5),70,0.23866495015864686,0.241771117924891,0.004326999873378368,0.4943597355332249,2.3899999999999864,1.8487142857142878,5.890424171345161,67.14285714285714,32.857142857142854,-2.450000000000017,5.6474999999999795
F,400 IM,15,16,Lower (-1.0 ≤ z < -0.5),56,-0.7240577511328509,-0.702055729455282,-0.9973734708132065,-0.5008502353432893,3.9299999999999784,4.653571428571427,5.211567980591498,76.78571428571429,23.214285714285715,0.25750000000002154,8.032500000000013
F,400 IM,15,16,Top 6.7% (1.5 ≤ z < 2.0),15,1.7333240326099297,1.7134919498569543,1.5101229558082756,1.970948442322835,1.259999999999991,-0.6866666666666639,6.922249794844324,66.66666666666666,33.33333333333333,-0.32499999999998863,2.615000000000009
F,400 IM,16,17,Top 6.7% (1.5 ≤ z < 2.0),20,1.791773497785043,1.8932851813225138,1.5161503402242873,1.982367951426339,-0.014999999999986385,-1.5345000000000084,4.787122804984218,50.0,50.0,-4.4399999999999835,1.1850000000000165
F,400 IM,16,17,Below Average (-0.5 ≤ z < 0),68,-0.24542300025782016,-0.24950216901918026,-0.49594671864772477,-0.023327950312463836,1.0600000000000025,0.8235294117647001,5.5431955544629,55.88235294117647,44.11764705882353,-2.8300000000000267,4.2749999999999915
F,400 IM,16,17,Lower (-1.0 ≤ z < -0.5),61,-0.7364973066536139,-0.73599011114306,-0.9867020988604066,-0.5034147353031344,3.330000000000041,3.855245901639353,5.071741255797842,78.68852459016394,21.311475409836063,0.2900000000000204,6.849999999999966
F,400 IM,16,17,Top 15.9% (1.0 ≤ z < 1.5),32,1.1952589995621206,1.1742218633587114,1.008325207656379,1.483077695036041,0.0600000000000023,-0.9981249999999999,5.807832770007678,50.0,50.0,-4.157500000000013,3.547500000000028
F,400 IM,16,17,Above Average (0.5 ≤ z < 1.0),40,0.7453443354337106,0.7666815258777399,0.5111686703104819,0.992322314823353,-2.085000000000008,-1.608250000000001,6.211135116667482,40.0,60.0,-4.65749999999997,2.5149999999999864
F,400 IM,16,17,Average (0 ≤ z < 0.5),62,0.2278314301077454,0.22098288027167656,0.0033435377425734217,0.48556404177764506,0.8950000000000102,0.8220967741935515,6.052760004167865,56.451612903225815,43.54838709677419,-3.367500000000021,5.085000000000022
F,400 IM,16,17,Bottom 15.9% (z < -1.0),32,-1.1686016473957632,-1.1734025152456704,-1.373972105419547,-1.02937647974847,2.9350000000000023,4.372187500000003,5.203801335547287,75.0,25.0,0.43250000000001876,8.282499999999985
F,400 IM,16,17,Top 2.5% (z ≥ 2.0),18,2.6972231012747923,2.4704561828335194,2.0207748942255943,5.264027841718122,0.7549999999999955,0.09722222222222537,3.070556962788411,55.55555555555556,44.44444444444444,-1.5274999999999608,2.0700000000000074
F,400 IM,17,18,Top 15.9% (1.0 ≤ z < 1.5),19,1.292997617414612,1.3466764285909485,1.0135099405564825,1.4923760589267205,-0.6299999999999955,-2.3910526315789538,4.93896739126376,31.57894736842105,68.42105263157895,-6.380000000000024,0.7100000000000081
F,400 IM,17,18,Below Average (-0.5 ≤ z < 0),40,-0.25135711693179863,-0.28127410769407635,-0.47942560495072817,-0.000559486580490269,-2.009999999999991,-2.7077499999999985,7.985854834487043,37.5,62.5,-7.8974999999999795,3.332500000000039
